Airline Name,Flight Number,Number of Stops,Flight Duration,Ticket Class,Refundable Ticket,Baggage Allowance,Season,Weather Condition,Flight Price
GoAir,AI1266,0,1h 38m,Economy,Yes,25kg,Spring,Foggy,6961
GoAir,AI1283,0,2h 52m,Economy,Yes,15kg,Spring,Snowy,3636
Air India,AI1190,2,3h 4m,Business,No,20kg,Winter,Rainy,11244
SpiceJet,AI1229,2,3h 41m,Economy,No,30kg,Winter,Clear,4825
IndiGo,AI1191,2,3h 53m,Business,Yes,20kg,Winter,Snowy,7963
Akasa Air,AI1299,2,4h 25m,Economy,No,25kg,Summer,Snowy,7567
GoAir,AI1191,0,2h 12m,Economy,No,25kg,Spring,Snowy,5167
Vistara,AI1272,1,2h 27m,Economy,Yes,25kg,Spring,Rainy,10166
SpiceJet,AI1081,1,3h 41m,Business,Yes,20kg,Spring,Foggy,8166
GoAir,AI1075,2,3h 30m,Economy,Yes,20kg,Autumn,Rainy,7100
Akasa Air,AI1113,0,2h 56m,Economy,Yes,25kg,Winter,Rainy,7785
IndiGo,AI1083,0,1h 44m,Economy,Yes,15kg,Winter,Windy,6687
Vistara,AI1417,1,2h 8m,Economy,Yes,15kg,Summer,Snowy,5623
GoAir,AI1134,1,2h 48m,Economy,Yes,30kg,Spring,Snowy,7827
AirAsia India,AI1391,1,3h 57m,Economy,No,30kg,Winter,Windy,4236
IndiGo,AI1154,2,3h 55m,Business,No,20kg,Winter,Snowy,7111
Vistara,AI1147,1,2h 16m,Business,Yes,15kg,Spring,Windy,15353
Air India,AI1471,1,3h 43m,Business,No,30kg,Winter,Snowy,7983
GoAir,AI1132,2,4h 15m,Economy,No,15kg,Autumn,Snowy,7631
Air India,AI1480,0,1h 20m,Business,Yes,25kg,Summer,Windy,6812
AirAsia India,AI1030,0,2h 42m,Business,No,25kg,Spring,Stormy,8100
GoAir,AI1499,2,3h 15m,Business,No,30kg,Summer,Stormy,9095
Air India,AI1380,0,1h 57m,Economy,Yes,30kg,Spring,Foggy,5900
GoAir,AI1120,2,3h 29m,Business,No,30kg,Winter,Rainy,9896
SpiceJet,AI1035,2,4h 53m,Business,Yes,25kg,Spring,Stormy,6457
AirAsia India,AI1023,1,2h 40m,Business,Yes,25kg,Autumn,Clear,11202
AirAsia India,AI1044,1,2h 13m,Economy,Yes,30kg,Autumn,Windy,6217
GoAir,AI1126,0,2h 17m,Business,Yes,30kg,Winter,Stormy,8611
GoAir,AI1099,2,3h 49m,Economy,No,25kg,Autumn,Stormy,3144
IndiGo,AI1312,0,1h 45m,Economy,No,15kg,Summer,Foggy,5135
Vistara,AI1429,0,1h 47m,Business,No,30kg,Winter,Clear,11127
Vistara,AI1280,0,1h 4m,Economy,Yes,20kg,Summer,Stormy,6116
Akasa Air,AI1329,0,1h 12m,Business,No,20kg,Winter,Windy,5684
Air India,AI1254,1,3h 25m,Economy,No,20kg,Spring,Clear,3837
AirAsia India,AI1379,1,3h 41m,Business,No,15kg,Winter,Windy,10973
SpiceJet,AI1390,1,3h 47m,Business,Yes,25kg,Winter,Clear,18898
Akasa Air,AI1091,0,2h 37m,Economy,No,30kg,Autumn,Clear,6426
GoAir,AI1397,2,3h 13m,Economy,No,25kg,Winter,Snowy,6011
Air India,AI1104,2,4h 7m,Business,No,30kg,Summer,Stormy,9988
Air India,AI1041,0,2h 38m,Economy,Yes,25kg,Winter,Foggy,6313
Akasa Air,AI1241,2,4h 33m,Business,No,30kg,Summer,Foggy,6256
IndiGo,AI1332,0,1h 0m,Economy,Yes,30kg,Spring,Clear,8989
GoAir,AI1197,2,3h 37m,Economy,No,15kg,Autumn,Windy,8219
SpiceJet,AI1484,1,2h 24m,Economy,No,20kg,Autumn,Stormy,3684
SpiceJet,AI1400,1,2h 49m,Economy,No,15kg,Spring,Rainy,4156
GoAir,AI1283,2,3h 2m,Business,Yes,25kg,Spring,Foggy,16078
Air India,AI1037,1,2h 36m,Business,No,20kg,Winter,Foggy,12680
AirAsia India,AI1122,0,2h 40m,Economy,Yes,25kg,Spring,Stormy,5897
SpiceJet,AI1334,0,1h 14m,Business,No,20kg,Winter,Snowy,8265
SpiceJet,AI1400,0,1h 4m,Business,Yes,15kg,Winter,Stormy,10565
AirAsia India,AI1433,1,2h 59m,Economy,Yes,30kg,Winter,Snowy,6765
Air India,AI1459,2,4h 0m,Business,Yes,30kg,Winter,Snowy,10212
AirAsia India,AI1282,2,4h 42m,Business,No,30kg,Summer,Snowy,7382
IndiGo,AI1270,2,4h 43m,Economy,Yes,30kg,Winter,Rainy,6534
Air India,AI1077,0,2h 12m,Business,No,30kg,Summer,Foggy,8550
AirAsia India,AI1442,2,3h 11m,Economy,Yes,15kg,Summer,Windy,7758
Air India,AI1285,0,1h 33m,Business,Yes,20kg,Winter,Rainy,7639
Akasa Air,AI1293,1,2h 39m,Business,No,15kg,Spring,Windy,11725
Vistara,AI1213,1,2h 4m,Business,No,20kg,Winter,Snowy,8705
AirAsia India,AI1049,1,2h 54m,Economy,Yes,30kg,Spring,Snowy,4514
Vistara,AI1171,1,3h 15m,Business,No,25kg,Summer,Rainy,13921
Vistara,AI1403,2,3h 40m,Business,No,30kg,Spring,Stormy,13177
IndiGo,AI1410,2,4h 51m,Economy,No,15kg,Spring,Clear,3462
Akasa Air,AI1124,2,4h 21m,Business,No,30kg,Summer,Windy,7674
IndiGo,AI1086,0,1h 58m,Business,No,15kg,Summer,Rainy,7943
GoAir,AI1054,1,3h 2m,Economy,No,30kg,Spring,Rainy,6418
SpiceJet,AI1473,1,3h 1m,Business,No,30kg,Spring,Rainy,11723
Akasa Air,AI1033,2,4h 21m,Economy,Yes,30kg,Winter,Foggy,7367
GoAir,AI1194,0,2h 40m,Business,Yes,25kg,Autumn,Snowy,7408
Air India,AI1244,2,4h 45m,Economy,No,15kg,Winter,Windy,5966
Air India,AI1108,1,2h 4m,Economy,No,15kg,Spring,Stormy,3897
AirAsia India,AI1132,2,4h 15m,Business,No,20kg,Autumn,Foggy,9694
SpiceJet,AI1114,0,1h 5m,Business,No,30kg,Spring,Clear,14074
IndiGo,AI1070,2,3h 45m,Economy,Yes,20kg,Summer,Stormy,6930
IndiGo,AI1200,0,2h 41m,Business,Yes,15kg,Summer,Rainy,10257
Akasa Air,AI1394,0,1h 2m,Business,No,30kg,Winter,Rainy,9315
GoAir,AI1245,2,4h 4m,Business,Yes,15kg,Autumn,Windy,18140
GoAir,AI1423,1,2h 27m,Business,No,30kg,Winter,Snowy,12523
AirAsia India,AI1372,2,3h 21m,Business,No,15kg,Autumn,Windy,9288
IndiGo,AI1063,2,4h 54m,Business,No,20kg,Winter,Windy,10387
Akasa Air,AI1124,1,2h 39m,Economy,No,30kg,Summer,Rainy,5591
SpiceJet,AI1211,1,2h 23m,Business,No,20kg,Spring,Windy,14101
Akasa Air,AI1457,0,1h 58m,Business,Yes,30kg,Spring,Rainy,12737
AirAsia India,AI1254,0,1h 17m,Business,Yes,25kg,Autumn,Rainy,9525
AirAsia India,AI1048,0,2h 14m,Economy,No,25kg,Winter,Snowy,5146
Akasa Air,AI1215,2,3h 7m,Business,No,20kg,Spring,Stormy,13908
GoAir,AI1338,0,1h 58m,Economy,No,15kg,Autumn,Snowy,6437
Vistara,AI1207,1,3h 39m,Business,Yes,25kg,Summer,Windy,8833
Vistara,AI1353,2,3h 12m,Business,No,25kg,Spring,Stormy,14136
SpiceJet,AI1216,1,2h 30m,Business,Yes,30kg,Spring,Foggy,16519
Vistara,AI1434,2,3h 43m,Economy,No,20kg,Autumn,Snowy,3983
SpiceJet,AI1006,0,2h 35m,Business,No,15kg,Autumn,Rainy,13872
IndiGo,AI1251,2,4h 46m,Business,No,20kg,Spring,Clear,7737
IndiGo,AI1441,2,3h 56m,Business,Yes,15kg,Winter,Rainy,17727
AirAsia India,AI1049,1,3h 7m,Business,Yes,20kg,Spring,Stormy,16557
Akasa Air,AI1171,1,2h 50m,Business,No,15kg,Winter,Stormy,8282
Akasa Air,AI1453,1,3h 30m,Economy,No,30kg,Winter,Rainy,4373
AirAsia India,AI1340,0,1h 49m,Economy,No,20kg,Summer,Stormy,7079
SpiceJet,AI1245,0,1h 39m,Economy,Yes,20kg,Winter,Snowy,4296
Air India,AI1273,2,4h 31m,Business,Yes,20kg,Winter,Rainy,13288
AirAsia India,AI1369,0,2h 42m,Economy,Yes,20kg,Autumn,Snowy,7848
Vistara,AI1119,2,3h 56m,Economy,Yes,15kg,Spring,Clear,6186
AirAsia India,AI1028,2,4h 2m,Economy,Yes,30kg,Summer,Stormy,7167
Air India,AI1457,2,3h 55m,Economy,Yes,15kg,Summer,Stormy,9229
AirAsia India,AI1195,0,1h 12m,Economy,Yes,25kg,Winter,Foggy,6913
GoAir,AI1222,1,2h 46m,Business,Yes,20kg,Winter,Foggy,12520
IndiGo,AI1164,2,4h 52m,Economy,No,25kg,Spring,Windy,8753
IndiGo,AI1426,0,2h 35m,Economy,No,15kg,Autumn,Foggy,3518
Akasa Air,AI1059,1,3h 2m,Economy,No,20kg,Winter,Clear,5402
Air India,AI1305,2,3h 25m,Business,Yes,15kg,Winter,Clear,18701
Akasa Air,AI1056,1,3h 37m,Economy,Yes,15kg,Autumn,Foggy,5539
Vistara,AI1441,0,2h 4m,Economy,No,25kg,Spring,Foggy,4877
GoAir,AI1250,0,1h 44m,Economy,No,30kg,Spring,Windy,3346
SpiceJet,AI1028,0,2h 38m,Economy,No,15kg,Spring,Rainy,5001
GoAir,AI1164,0,1h 41m,Business,No,20kg,Spring,Windy,8535
AirAsia India,AI1369,2,3h 52m,Economy,Yes,25kg,Winter,Clear,7455
Akasa Air,AI1493,0,2h 40m,Economy,Yes,30kg,Summer,Clear,7113
IndiGo,AI1403,0,1h 38m,Business,No,20kg,Autumn,Stormy,5934
AirAsia India,AI1309,1,2h 6m,Business,Yes,25kg,Winter,Snowy,7726
Vistara,AI1494,1,2h 46m,Business,Yes,30kg,Spring,Clear,13678
AirAsia India,AI1403,2,4h 54m,Business,No,20kg,Spring,Clear,12822
Air India,AI1050,1,2h 58m,Economy,Yes,15kg,Winter,Foggy,7284
Vistara,AI1204,1,3h 59m,Economy,No,15kg,Spring,Stormy,5079
GoAir,AI1270,2,4h 3m,Business,No,15kg,Summer,Stormy,9171
AirAsia India,AI1357,1,2h 34m,Economy,No,25kg,Summer,Snowy,4351
Vistara,AI1153,2,3h 50m,Economy,No,30kg,Spring,Rainy,5800
AirAsia India,AI1333,2,4h 2m,Economy,No,25kg,Winter,Windy,5508
IndiGo,AI1388,2,4h 55m,Business,No,25kg,Summer,Stormy,9360
Air India,AI1142,2,4h 42m,Business,No,20kg,Spring,Windy,9511
GoAir,AI1406,2,3h 39m,Economy,Yes,15kg,Winter,Snowy,6062
Akasa Air,AI1355,1,2h 33m,Business,Yes,15kg,Spring,Foggy,14365
Air India,AI1411,1,2h 38m,Economy,No,20kg,Winter,Foggy,5558
IndiGo,AI1130,2,4h 52m,Business,No,15kg,Spring,Snowy,11844
Akasa Air,AI1117,0,2h 9m,Business,Yes,25kg,Summer,Windy,13307
GoAir,AI1183,1,3h 24m,Business,Yes,15kg,Winter,Rainy,10171
Vistara,AI1178,0,1h 52m,Business,No,30kg,Spring,Rainy,9730
IndiGo,AI1394,0,1h 10m,Economy,No,20kg,Summer,Foggy,5954
AirAsia India,AI1460,1,2h 53m,Economy,No,30kg,Winter,Rainy,7652
SpiceJet,AI1308,1,3h 5m,Business,No,15kg,Winter,Windy,8876
SpiceJet,AI1163,0,2h 57m,Business,Yes,25kg,Summer,Stormy,15237
GoAir,AI1253,0,2h 10m,Business,Yes,20kg,Winter,Stormy,9438
Air India,AI1126,1,3h 0m,Business,Yes,30kg,Autumn,Rainy,10986
Air India,AI1222,2,4h 54m,Economy,Yes,25kg,Spring,Snowy,5549
GoAir,AI1468,2,3h 59m,Business,Yes,25kg,Autumn,Clear,10399
GoAir,AI1101,1,2h 30m,Economy,No,30kg,Winter,Foggy,4818
SpiceJet,AI1042,1,3h 10m,Economy,No,30kg,Summer,Stormy,5569
IndiGo,AI1155,2,3h 36m,Business,Yes,30kg,Spring,Clear,9401
GoAir,AI1455,2,4h 30m,Business,Yes,30kg,Summer,Windy,10288
Akasa Air,AI1330,1,2h 18m,Economy,No,25kg,Autumn,Rainy,3605
SpiceJet,AI1146,2,3h 49m,Economy,Yes,30kg,Winter,Snowy,4708
GoAir,AI1289,2,3h 44m,Economy,No,20kg,Winter,Clear,4878
IndiGo,AI1172,0,1h 40m,Business,Yes,20kg,Spring,Windy,9957
AirAsia India,AI1255,1,3h 39m,Economy,No,25kg,Summer,Foggy,4976
GoAir,AI1039,2,3h 11m,Economy,Yes,25kg,Autumn,Clear,5934
GoAir,AI1072,1,3h 39m,Economy,No,25kg,Autumn,Snowy,6891
AirAsia India,AI1077,2,3h 39m,Economy,No,25kg,Autumn,Stormy,5539
Vistara,AI1107,1,3h 36m,Business,No,20kg,Spring,Windy,13574
Akasa Air,AI1467,1,2h 1m,Business,No,20kg,Summer,Foggy,7229
Akasa Air,AI1426,2,3h 13m,Economy,Yes,20kg,Winter,Foggy,8112
Akasa Air,AI1040,0,1h 21m,Business,No,15kg,Summer,Windy,12297
IndiGo,AI1299,1,3h 3m,Economy,Yes,20kg,Summer,Foggy,4659
IndiGo,AI1055,0,2h 21m,Economy,No,30kg,Winter,Clear,7072
SpiceJet,AI1472,1,2h 43m,Business,Yes,25kg,Autumn,Stormy,9071
IndiGo,AI1362,1,2h 42m,Business,No,25kg,Summer,Foggy,13945
Air India,AI1164,0,2h 6m,Economy,No,30kg,Winter,Foggy,6855
Vistara,AI1146,1,3h 40m,Economy,No,30kg,Autumn,Windy,3845
AirAsia India,AI1338,0,1h 51m,Economy,Yes,15kg,Summer,Windy,5211
IndiGo,AI1434,0,1h 9m,Business,No,20kg,Autumn,Snowy,7981
AirAsia India,AI1424,2,4h 52m,Economy,No,30kg,Winter,Clear,4101
Akasa Air,AI1125,2,3h 20m,Economy,Yes,15kg,Summer,Windy,4160
AirAsia India,AI1362,0,2h 42m,Business,No,20kg,Spring,Snowy,9374
IndiGo,AI1148,1,2h 2m,Economy,Yes,30kg,Winter,Clear,6865
Vistara,AI1087,1,3h 0m,Economy,Yes,15kg,Winter,Rainy,9096
SpiceJet,AI1360,1,2h 44m,Economy,Yes,30kg,Summer,Stormy,9260
SpiceJet,AI1090,2,4h 25m,Economy,No,25kg,Summer,Clear,4120
Vistara,AI1217,0,2h 9m,Business,Yes,15kg,Autumn,Stormy,6492
Akasa Air,AI1250,0,2h 40m,Economy,Yes,20kg,Autumn,Rainy,9237
Air India,AI1354,1,2h 27m,Economy,No,15kg,Spring,Clear,6624
SpiceJet,AI1308,2,3h 9m,Business,Yes,30kg,Autumn,Stormy,13196
AirAsia India,AI1172,2,3h 12m,Economy,Yes,20kg,Summer,Rainy,5478
GoAir,AI1095,0,2h 43m,Economy,Yes,30kg,Summer,Windy,6919
GoAir,AI1080,1,2h 42m,Business,Yes,20kg,Spring,Snowy,10585
GoAir,AI1254,0,1h 50m,Economy,No,15kg,Autumn,Snowy,6151
IndiGo,AI1038,1,2h 58m,Economy,Yes,15kg,Summer,Windy,8380
Vistara,AI1300,2,4h 46m,Business,No,25kg,Spring,Rainy,8331
Vistara,AI1028,1,3h 23m,Business,Yes,20kg,Winter,Stormy,15473
AirAsia India,AI1286,0,1h 36m,Business,Yes,20kg,Spring,Rainy,11143
IndiGo,AI1263,1,2h 54m,Business,No,30kg,Spring,Foggy,6719
AirAsia India,AI1447,1,2h 59m,Economy,Yes,15kg,Winter,Stormy,8786
AirAsia India,AI1408,0,1h 20m,Economy,No,15kg,Summer,Foggy,6522
Air India,AI1442,2,4h 3m,Business,No,25kg,Spring,Rainy,5940
Air India,AI1201,2,4h 49m,Business,No,30kg,Autumn,Clear,6739
AirAsia India,AI1218,1,3h 16m,Business,No,15kg,Spring,Windy,14966
Air India,AI1067,0,2h 20m,Economy,Yes,15kg,Winter,Snowy,4759
Air India,AI1433,1,3h 38m,Economy,Yes,25kg,Spring,Windy,9863
AirAsia India,AI1091,2,3h 4m,Economy,No,30kg,Summer,Windy,5012
GoAir,AI1113,0,2h 40m,Business,Yes,20kg,Winter,Clear,16035
Akasa Air,AI1389,2,4h 53m,Business,Yes,30kg,Summer,Snowy,14072
Vistara,AI1298,1,3h 2m,Economy,No,25kg,Winter,Windy,4481
IndiGo,AI1070,1,3h 29m,Business,No,25kg,Summer,Stormy,11483
Air India,AI1436,0,1h 2m,Economy,No,20kg,Winter,Foggy,5229
IndiGo,AI1470,2,3h 6m,Economy,Yes,25kg,Summer,Foggy,9393
SpiceJet,AI1236,0,1h 43m,Economy,Yes,20kg,Spring,Foggy,7864
GoAir,AI1455,2,3h 8m,Business,Yes,15kg,Spring,Snowy,8675
SpiceJet,AI1186,2,4h 27m,Business,Yes,30kg,Autumn,Snowy,7670
Air India,AI1329,1,2h 23m,Business,Yes,30kg,Winter,Snowy,6614
IndiGo,AI1268,1,2h 36m,Business,Yes,20kg,Summer,Foggy,16685
Vistara,AI1122,1,3h 30m,Business,Yes,15kg,Autumn,Snowy,7003
Akasa Air,AI1247,2,3h 23m,Business,Yes,30kg,Summer,Stormy,9113
Vistara,AI1237,0,1h 53m,Business,No,15kg,Autumn,Snowy,11012
Akasa Air,AI1223,1,3h 2m,Economy,No,25kg,Winter,Snowy,6869
GoAir,AI1117,1,2h 16m,Business,No,25kg,Spring,Rainy,15297
SpiceJet,AI1358,0,2h 10m,Economy,Yes,30kg,Winter,Stormy,8095
AirAsia India,AI1480,0,2h 3m,Business,No,30kg,Summer,Snowy,6656
Air India,AI1497,2,4h 56m,Economy,Yes,20kg,Winter,Rainy,10062
AirAsia India,AI1041,2,4h 38m,Economy,Yes,20kg,Winter,Clear,6087
SpiceJet,AI1201,1,2h 55m,Economy,Yes,20kg,Autumn,Foggy,9223
Akasa Air,AI1090,0,1h 14m,Business,Yes,15kg,Winter,Windy,14251
AirAsia India,AI1445,1,2h 28m,Business,Yes,25kg,Autumn,Stormy,8010
Air India,AI1040,2,4h 9m,Economy,No,30kg,Summer,Foggy,3562
Vistara,AI1053,2,3h 21m,Economy,No,30kg,Autumn,Snowy,6856
IndiGo,AI1172,1,3h 23m,Economy,Yes,20kg,Spring,Clear,6627
AirAsia India,AI1100,2,4h 48m,Economy,Yes,30kg,Summer,Foggy,6828
Air India,AI1177,2,4h 1m,Economy,Yes,25kg,Spring,Foggy,8936
IndiGo,AI1000,2,4h 1m,Business,Yes,20kg,Winter,Windy,8472
Air India,AI1360,2,3h 28m,Economy,Yes,25kg,Autumn,Rainy,5430
Vistara,AI1038,2,3h 9m,Business,Yes,30kg,Winter,Clear,18827
IndiGo,AI1074,0,2h 5m,Economy,Yes,15kg,Spring,Stormy,6918
AirAsia India,AI1028,1,3h 57m,Economy,Yes,20kg,Spring,Foggy,3994
Air India,AI1404,2,4h 1m,Economy,Yes,15kg,Spring,Windy,9257
GoAir,AI1126,2,3h 19m,Economy,Yes,15kg,Spring,Clear,8814
Akasa Air,AI1128,0,2h 36m,Business,No,15kg,Autumn,Rainy,13998
IndiGo,AI1268,2,4h 23m,Business,Yes,15kg,Summer,Windy,16099
AirAsia India,AI1115,2,3h 43m,Economy,No,30kg,Summer,Stormy,3312
SpiceJet,AI1307,1,2h 52m,Economy,Yes,30kg,Autumn,Windy,8900
AirAsia India,AI1395,2,3h 37m,Business,No,20kg,Winter,Foggy,8785
Air India,AI1344,2,3h 24m,Economy,No,20kg,Spring,Snowy,3794
Akasa Air,AI1292,0,1h 24m,Economy,Yes,25kg,Spring,Rainy,9558
GoAir,AI1447,0,2h 13m,Economy,Yes,25kg,Autumn,Foggy,7709
SpiceJet,AI1112,0,2h 18m,Business,Yes,25kg,Summer,Foggy,14904
SpiceJet,AI1087,0,2h 52m,Economy,No,30kg,Spring,Stormy,3502
SpiceJet,AI1109,1,3h 37m,Business,Yes,15kg,Spring,Snowy,8812
SpiceJet,AI1216,2,3h 39m,Business,No,25kg,Autumn,Snowy,7523
IndiGo,AI1006,1,3h 52m,Business,Yes,25kg,Summer,Windy,14716
Vistara,AI1202,2,3h 11m,Economy,No,15kg,Summer,Snowy,3610
SpiceJet,AI1331,0,2h 30m,Economy,Yes,15kg,Spring,Rainy,4233
Air India,AI1427,2,4h 43m,Economy,No,25kg,Winter,Snowy,6872
GoAir,AI1083,1,2h 14m,Business,No,30kg,Spring,Stormy,10512
Air India,AI1037,1,2h 52m,Business,No,30kg,Winter,Rainy,12376
Air India,AI1448,2,3h 57m,Business,No,20kg,Autumn,Foggy,6308
Akasa Air,AI1241,1,3h 52m,Business,Yes,25kg,Summer,Windy,15451
GoAir,AI1462,0,1h 39m,Business,No,15kg,Spring,Stormy,12657
Vistara,AI1271,0,1h 21m,Business,Yes,15kg,Summer,Foggy,12935
Vistara,AI1338,1,2h 39m,Economy,Yes,15kg,Spring,Foggy,5217
IndiGo,AI1307,1,3h 7m,Economy,No,30kg,Spring,Foggy,7666
GoAir,AI1318,1,3h 28m,Business,No,20kg,Summer,Rainy,6914
AirAsia India,AI1001,2,4h 10m,Business,No,20kg,Winter,Windy,11078
Air India,AI1005,0,1h 30m,Business,Yes,30kg,Summer,Clear,10925
Akasa Air,AI1291,0,2h 48m,Business,Yes,25kg,Summer,Foggy,14486
AirAsia India,AI1048,1,2h 45m,Business,Yes,20kg,Winter,Clear,12062
Vistara,AI1099,2,4h 52m,Economy,Yes,20kg,Winter,Foggy,5625
Vistara,AI1273,1,2h 2m,Business,Yes,15kg,Summer,Foggy,8243
Air India,AI1249,1,2h 55m,Business,No,20kg,Summer,Foggy,10602
IndiGo,AI1409,1,3h 8m,Economy,No,15kg,Winter,Clear,6127
AirAsia India,AI1477,0,1h 44m,Economy,Yes,15kg,Autumn,Clear,5658
Vistara,AI1134,2,3h 55m,Business,Yes,30kg,Summer,Snowy,14992
AirAsia India,AI1283,0,2h 45m,Business,Yes,20kg,Spring,Clear,9560
SpiceJet,AI1133,2,4h 48m,Business,No,20kg,Winter,Snowy,5953
Akasa Air,AI1194,0,2h 6m,Economy,Yes,15kg,Winter,Foggy,5384
AirAsia India,AI1001,1,2h 8m,Business,Yes,30kg,Summer,Stormy,7471
GoAir,AI1204,1,2h 53m,Business,Yes,25kg,Summer,Clear,17368
GoAir,AI1022,2,4h 28m,Economy,Yes,25kg,Spring,Stormy,4723
AirAsia India,AI1118,1,3h 36m,Business,Yes,25kg,Winter,Clear,7902
Vistara,AI1420,1,3h 58m,Business,Yes,15kg,Winter,Foggy,6778
Akasa Air,AI1271,0,2h 50m,Business,No,20kg,Spring,Foggy,9245
AirAsia India,AI1120,1,2h 46m,Business,Yes,30kg,Autumn,Rainy,15688
GoAir,AI1409,2,3h 49m,Business,Yes,25kg,Spring,Foggy,8540
Air India,AI1131,2,4h 39m,Economy,No,30kg,Summer,Windy,5383
GoAir,AI1396,1,2h 19m,Economy,Yes,25kg,Autumn,Rainy,9031
Vistara,AI1049,1,3h 21m,Economy,No,30kg,Spring,Stormy,3629
GoAir,AI1165,0,1h 0m,Economy,No,15kg,Summer,Snowy,4834
IndiGo,AI1356,0,2h 14m,Economy,Yes,20kg,Winter,Snowy,3972
AirAsia India,AI1262,2,4h 29m,Business,Yes,25kg,Autumn,Windy,11525
Air India,AI1028,2,4h 4m,Business,Yes,30kg,Summer,Clear,13224
IndiGo,AI1156,1,2h 16m,Economy,Yes,15kg,Spring,Windy,5162
GoAir,AI1143,0,1h 32m,Business,No,25kg,Winter,Windy,12605
Vistara,AI1054,2,3h 1m,Business,Yes,30kg,Spring,Snowy,11746
Air India,AI1054,1,3h 33m,Business,Yes,30kg,Spring,Clear,12699
Air India,AI1105,2,4h 57m,Economy,Yes,20kg,Autumn,Windy,9773
IndiGo,AI1347,0,2h 41m,Business,Yes,25kg,Spring,Clear,10536
GoAir,AI1215,0,1h 10m,Economy,Yes,20kg,Summer,Snowy,6213
GoAir,AI1016,0,1h 14m,Economy,No,20kg,Summer,Stormy,6099
GoAir,AI1047,0,1h 18m,Business,No,30kg,Autumn,Snowy,6399
Akasa Air,AI1374,1,3h 52m,Business,No,30kg,Spring,Clear,12866
IndiGo,AI1363,0,2h 11m,Economy,No,25kg,Summer,Snowy,4396
Akasa Air,AI1320,2,3h 52m,Economy,No,15kg,Summer,Windy,6406
Akasa Air,AI1328,1,3h 34m,Economy,Yes,30kg,Spring,Clear,9913
IndiGo,AI1099,1,2h 25m,Business,No,20kg,Winter,Stormy,12538
SpiceJet,AI1459,1,3h 20m,Business,No,25kg,Spring,Rainy,10670
AirAsia India,AI1271,0,1h 9m,Economy,Yes,15kg,Autumn,Stormy,3298
GoAir,AI1381,0,2h 24m,Business,No,25kg,Summer,Windy,9354
Akasa Air,AI1028,1,2h 21m,Economy,Yes,25kg,Autumn,Windy,4849
AirAsia India,AI1286,0,2h 55m,Business,Yes,15kg,Autumn,Stormy,12478
SpiceJet,AI1219,1,2h 15m,Economy,Yes,15kg,Autumn,Stormy,6564
IndiGo,AI1384,2,3h 18m,Economy,No,15kg,Spring,Snowy,4845
GoAir,AI1358,0,1h 38m,Economy,No,25kg,Spring,Rainy,7964
Akasa Air,AI1044,2,3h 40m,Economy,No,20kg,Autumn,Windy,4077
Vistara,AI1281,2,3h 21m,Economy,No,20kg,Autumn,Foggy,3906
SpiceJet,AI1398,0,1h 53m,Business,Yes,30kg,Winter,Rainy,9942
Akasa Air,AI1148,2,3h 14m,Economy,No,25kg,Spring,Snowy,4712
GoAir,AI1349,0,2h 28m,Business,Yes,25kg,Summer,Windy,7248
GoAir,AI1094,2,4h 45m,Economy,Yes,30kg,Spring,Snowy,6404
SpiceJet,AI1445,2,4h 50m,Business,Yes,15kg,Winter,Windy,16040
Akasa Air,AI1218,0,1h 56m,Economy,No,25kg,Summer,Rainy,4190
Vistara,AI1276,1,2h 34m,Business,Yes,15kg,Autumn,Rainy,12597
Akasa Air,AI1269,1,2h 51m,Business,Yes,15kg,Winter,Clear,11499
Akasa Air,AI1271,2,3h 7m,Economy,Yes,30kg,Winter,Foggy,8904
Akasa Air,AI1464,1,3h 59m,Business,Yes,15kg,Summer,Foggy,11489
SpiceJet,AI1103,1,2h 35m,Business,No,25kg,Winter,Stormy,7115
Air India,AI1346,1,2h 48m,Business,Yes,25kg,Autumn,Rainy,9040
IndiGo,AI1069,1,3h 38m,Business,Yes,30kg,Spring,Snowy,13525
AirAsia India,AI1176,1,3h 5m,Economy,No,20kg,Autumn,Rainy,7691
AirAsia India,AI1464,2,4h 33m,Economy,No,25kg,Winter,Windy,4455
SpiceJet,AI1245,2,4h 24m,Business,Yes,30kg,Autumn,Clear,17575
IndiGo,AI1193,2,4h 25m,Business,No,15kg,Summer,Foggy,10823
SpiceJet,AI1032,1,3h 45m,Business,Yes,20kg,Winter,Windy,16211
Akasa Air,AI1321,1,2h 53m,Business,No,30kg,Summer,Clear,7898
Vistara,AI1460,0,1h 30m,Business,Yes,20kg,Autumn,Foggy,13761
GoAir,AI1396,1,2h 10m,Economy,No,30kg,Spring,Windy,8193
Akasa Air,AI1386,0,2h 39m,Economy,Yes,25kg,Summer,Windy,9280
SpiceJet,AI1063,2,3h 10m,Economy,No,15kg,Winter,Rainy,8039
Air India,AI1253,2,3h 32m,Business,No,30kg,Winter,Windy,12371
Akasa Air,AI1217,0,1h 29m,Economy,No,15kg,Autumn,Stormy,3375
GoAir,AI1240,2,4h 40m,Economy,No,25kg,Spring,Windy,7504
SpiceJet,AI1126,1,3h 31m,Business,Yes,20kg,Spring,Windy,11509
GoAir,AI1460,1,2h 37m,Economy,No,20kg,Summer,Foggy,4886
GoAir,AI1138,2,3h 1m,Business,No,25kg,Winter,Snowy,14049
